#  Angle     X        Y        Z
  32.254  134.000   73.000   38.000
  32.792   21.000  205.000  264.000
  36.773  205.000  265.000  186.000
  33.043   69.000  152.000  146.000
  35.239   14.000  234.000  172.000
  35.231  127.000  121.000  159.000
  32.450  155.000  218.000  150.000
  32.214   35.000   88.000  265.000
  33.544   56.000  284.000  118.000
  35.018   34.000  132.000  101.000
  31.655   31.000  226.000   88.000
  32.914  183.000   34.000  289.000
  33.966  168.000  290.000   92.000
  30.140  206.000  225.000   87.000
  33.964   25.000  216.000  260.000
  33.270   50.000   87.000   72.000
  30.482  253.000  210.000   96.000
  35.926   87.000  237.000  210.000
  31.816  111.000  230.000   23.000
  33.543  265.000  163.000  130.000
  32.817  220.000  176.000  190.000
  33.262  170.000  184.000  188.000
  32.715  240.000   51.000  155.000
  32.019  158.000  147.000  100.000
  33.350   30.000  121.000   51.000
  30.511  174.000   52.000  246.000
  32.213   37.000  139.000  103.000
  29.522  118.000  235.000   12.000
  32.594  151.000  124.000   36.000
  32.575   47.000  103.000  170.000
  32.682  281.000   37.000   67.000
  33.336  280.000   85.000  222.000
  32.602  260.000   53.000  146.000
  34.741   75.000  106.000  129.000
  30.199  176.000  290.000  269.000
  30.105   71.000  171.000  260.000
  33.154   68.000  247.000   78.000
  32.954   81.000  155.000   19.000
  33.225  142.000  206.000  233.000
  35.040  234.000   81.000  106.000
  35.271  279.000  272.000  202.000
  33.646  139.000   70.000  200.000
  31.085  152.000  194.000  147.000
  32.084   63.000  190.000   65.000
  35.274  210.000  123.000   25.000
  32.933   43.000  111.000  134.000
  33.560  275.000  190.000  275.000
  31.806  274.000  195.000  121.000
  28.131  252.000  178.000  186.000
  35.582  220.000  211.000  180.000
  33.323  114.000  164.000   41.000
  28.728  235.000  116.000  255.000
  30.151  277.000  140.000   50.000
  30.262  199.000  189.000  212.000
  35.117  178.000  209.000  244.000
  33.679  101.000  112.000  232.000
  33.113   72.000   87.000   46.000
  30.664  249.000  199.000  276.000
  28.399  196.000  185.000  270.000
  31.152  225.000  231.000  257.000
  33.589   95.000   43.000  242.000
  34.054   70.000  268.000  245.000
  34.567  223.000  180.000  101.000
  33.645  179.000  261.000  286.000
  32.560  204.000   30.000   77.000
  32.765  122.000  185.000  265.000
  31.979  228.000  216.000  269.000
  28.289  238.000  284.000  272.000
  33.293  104.000  142.000  270.000
  28.325   86.000  114.000   67.000
  32.375   50.000  104.000  224.000
  34.436  182.000   11.000   42.000
  32.195   29.000  249.000   21.000
  35.070  251.000   86.000  111.000
  29.695  211.000  162.000   35.000
  33.290  176.000  170.000  157.000
  33.088  225.000  264.000   82.000
  33.824  185.000  212.000  133.000
  37.081   81.000  281.000  127.000
  32.427  191.000   10.000   40.000
  33.661  239.000   53.000  156.000
  30.205   80.000  142.000   12.000
  32.332  263.000  200.000  191.000
  34.062  148.000   74.000  271.000
  33.966  133.000  208.000   94.000
  32.431   74.000  177.000   13.000
  33.249  254.000  239.000  231.000
  28.166  152.000  128.000   26.000
  34.821  110.000   56.000   49.000
  34.035  227.000   73.000  155.000
  34.837  273.000   72.000  247.000
  30.005  178.000   80.000   66.000
  32.553  270.000  219.000  180.000
  34.801   33.000  208.000  164.000
  32.428  150.000   12.000  178.000
  35.781   22.000  241.000  254.000
  29.880  138.000   81.000  190.000
  34.140  277.000   35.000  102.000
  32.827   86.000  234.000  237.000
  32.561  168.000  248.000   80.000
  30.760  221.000  274.000  175.000
  35.184  225.000  270.000   62.000
  32.137   24.000  221.000  138.000
  35.803  108.000   58.000  254.000
  32.727  188.000  232.000   95.000
  32.710  130.000  175.000   28.000
  32.625   20.000  213.000  269.000
  34.726  284.000  178.000  267.000
  32.151  207.000   34.000  258.000
  33.349  131.000  244.000  113.000
  32.499  282.000  255.000   58.000
  32.141  193.000   69.000  234.000
  35.034  280.000  156.000  135.000
  36.222  132.000  127.000   79.000
  33.477  111.000  134.000   96.000
  27.725  285.000   34.000  113.000
  31.956   95.000  112.000   38.000
  32.910  264.000  121.000  221.000
  33.419   17.000  222.000  251.000
  32.393   34.000   23.000   51.000
  31.964  128.000  257.000   85.000
  32.490  194.000  105.000   92.000
  32.669   53.000   48.000  141.000
  34.197  255.000  145.000  186.000
  32.652  210.000   56.000  160.000
  32.738  257.000   24.000  241.000
  24.464   43.000  183.000  260.000
  31.634  151.000   85.000  215.000
  36.005  279.000  257.000   49.000
  36.456  115.000  147.000   24.000
  34.123  283.000  199.000  259.000
  33.896  271.000  131.000  250.000
  32.499   61.000  233.000  289.000
  35.156   17.000   96.000  176.000
  31.699  206.000  125.000   44.000
  32.432  176.000  282.000  120.000
  34.577  151.000  268.000  115.000
  31.596   67.000  273.000  249.000
  31.173   37.000   49.000   73.000
  34.056  272.000  258.000   82.000
  32.316   98.000  283.000  228.000
  33.005  102.000  248.000  264.000
  34.233  143.000  173.000  239.000
  33.144  207.000  235.000   83.000
  32.105  167.000  251.000  145.000
  32.811   40.000   65.000   26.000
  31.565  167.000  192.000  204.000
  33.921   36.000   30.000   86.000
  32.487  129.000  129.000  288.000
  33.255  276.000  202.000  259.000
  34.690  167.000   19.000  241.000
  29.719   65.000  205.000   76.000
  35.333  123.000   18.000  221.000
  35.433   93.000   79.000   58.000
  33.072  254.000  250.000   97.000
  34.811  208.000  112.000   36.000
  32.192  155.000  163.000  124.000
  32.077  290.000  255.000  151.000
  32.312  131.000  173.000   28.000
  33.773  195.000  232.000  120.000
  35.195  270.000   72.000   20.000
  35.527  284.000  200.000  259.000
  35.359   49.000   91.000  152.000
  32.299   38.000   22.000  140.000
  32.557  211.000  128.000   49.000
  32.118  181.000  287.000   37.000
  33.322  251.000  287.000  198.000
  32.201  166.000  129.000   30.000
  33.114  123.000  287.000   46.000
  36.440  187.000  146.000  196.000
  32.757  239.000  159.000  222.000
  32.663  196.000   44.000  215.000
  33.371  139.000   71.000  132.000
  36.675   32.000  224.000  254.000
  32.275   11.000   53.000  140.000
  33.637  221.000  251.000   53.000
  30.598  270.000  220.000   23.000
  30.391   29.000  248.000   25.000
  30.458  239.000   45.000  149.000
  32.414  174.000   97.000   13.000
  36.502  174.000   19.000  236.000
  32.425  137.000  136.000   89.000
  28.457   88.000   65.000   20.000
  34.589  186.000  284.000   75.000
  34.102  269.000  246.000  242.000
  32.665  286.000   93.000  129.000
  32.150  260.000   15.000  201.000
  32.131  187.000  229.000  268.000
  33.303  268.000  231.000  175.000
  32.960  134.000  208.000   57.000
  32.145  252.000  169.000   33.000
  32.942  146.000  154.000  105.000
  32.730  174.000  247.000   65.000
  44.613  211.000   40.000  251.000
  32.273  134.000  248.000   47.000
  32.350  253.000   23.000   48.000
  31.456  207.000  108.000   49.000
  31.917  181.000  228.000   90.000
  33.558  205.000  185.000  212.000
  31.215  115.000  244.000   24.000
  31.233  226.000  232.000  150.000
  31.667  225.000  223.000   84.000
  34.292  144.000   15.000  187.000
  31.454  262.000  101.000  151.000
  32.110  257.000    9.000   50.000
  35.974  228.000   98.000   75.000
  31.082   63.000  227.000   47.000
  31.333  251.000  235.000  256.000
  31.901   82.000   69.000   39.000
  33.121   43.000  193.000   43.000
  33.168   36.000   29.000  213.000
  32.173   84.000  230.000  207.000
  32.789  128.000  262.000   89.000
  32.572  278.000  243.000   91.000
  32.980  260.000   10.000  141.000
  33.226  116.000  107.000   28.000
  34.590  282.000  169.000  279.000
  33.022  235.000  270.000   16.000
  31.411  217.000  270.000  163.000
  32.139   98.000   35.000  229.000
  34.069   21.000  154.000  223.000
  32.625   87.000  153.000   24.000
  33.344  155.000   37.000  129.000
  32.298  256.000  223.000  242.000
  29.791  237.000  139.000   72.000
  32.009  204.000   49.000   24.000
  33.154   34.000  125.000  158.000
  34.200  203.000   74.000  204.000
  26.952  192.000  156.000  212.000
  32.646  184.000  187.000  215.000
  32.714  237.000   63.000  179.000
  31.793  134.000  210.000   58.000
  32.205   38.000   48.000  280.000
  33.417  125.000  209.000   43.000
  35.254  248.000  113.000   50.000
  31.776  254.000  215.000  247.000
  31.365  255.000  102.000   10.000
  33.096   17.000  182.000   29.000
  31.978   13.000  288.000  180.000
  34.318  230.000   20.000   20.000
  30.931   77.000  108.000  185.000
  32.646  279.000   30.000   68.000
  31.473   44.000  178.000  198.000
  34.201  240.000  132.000  156.000
  34.409  266.000  203.000  197.000
  34.021  208.000   77.000  198.000
  47.334   41.000  193.000   48.000
  34.628   31.000  176.000  277.000
  33.559  209.000   98.000  140.000
  34.039   53.000  221.000  263.000
  37.032  155.000  182.000  126.000
  31.551  160.000  234.000  178.000
  32.435  258.000  214.000   17.000
  31.778    9.000   98.000  104.000
  33.780  126.000  282.000   46.000
  32.861  153.000  189.000  243.000
  29.011  281.000  155.000  127.000
  32.679   65.000  190.000   63.000
  32.448  118.000  238.000   20.000
  33.772  174.000  246.000  226.000
  29.658   25.000   90.000  104.000
  34.134   69.000  123.000  108.000
  34.232  256.000   80.000  200.000
  30.892  215.000  277.000  161.000
  33.365  205.000  234.000  207.000
  31.181  124.000  212.000   18.000
  32.587   64.000   73.000  261.000
  32.862  153.000  247.000  130.000
  32.100   52.000   94.000   79.000
  38.404  254.000  179.000   35.000
  32.411  222.000  137.000  230.000
  32.552  273.000  169.000  269.000
  31.681   70.000  242.000  164.000
  34.661  225.000  160.000  226.000
  30.595   83.000  143.000  173.000
  33.675  264.000  122.000  220.000
  31.572  210.000   62.000   55.000
  36.653   22.000  290.000  256.000
  33.654  247.000   14.000   41.000
  31.862  265.000  270.000  180.000
  31.173   36.000   47.000   71.000
  31.465  213.000  143.000  195.000
  31.763  189.000  256.000   31.000
  31.440  264.000   44.000  165.000
  32.014   81.000  205.000  190.000
  35.165  275.000   96.000   17.000
  33.206  150.000  145.000  113.000
  34.980  227.000  233.000   55.000
  33.248   18.000  211.000  171.000
  34.694  164.000  206.000   88.000
  34.964   64.000  200.000   76.000
  31.087  197.000  245.000  184.000
  35.207  170.000  238.000   72.000
  30.793  134.000  119.000   73.000
  32.621  154.000  227.000  145.000
  33.880  195.000   55.000   12.000
  39.998  141.000  197.000  187.000
  31.743  110.000  176.000  279.000
  32.942   18.000   18.000   31.000
  37.573  110.000  145.000   90.000
  35.809  240.000  121.000  144.000
  32.201  185.000   83.000  185.000
  30.922   85.000  162.000  262.000
  33.736  243.000  172.000  177.000
  31.183  218.000  257.000  132.000
  35.746  165.000  129.000   28.000
  31.895  201.000  189.000  212.000
  31.534  233.000  156.000  175.000
  33.046   52.000   74.000  158.000
  34.794   24.000   72.000  189.000
  31.305   44.000  182.000  253.000
  34.657  230.000  235.000  142.000
  34.595  232.000  286.000  213.000
  33.799  200.000  160.000   16.000
  33.045  115.000  248.000   22.000
  30.853   32.000  271.000   54.000
  36.449  218.000   61.000  202.000
  32.127  267.000   45.000  168.000
  31.780  170.000  141.000  132.000
  36.349   87.000  160.000  264.000
  36.511  173.000  251.000  196.000
  36.099  168.000  244.000   80.000
  36.678  261.000  182.000  133.000
  31.617   99.000  107.000   45.000
  33.738  111.000  227.000  139.000
  31.827  266.000   22.000  211.000
  33.922  179.000   34.000  291.000
  32.460  224.000  221.000   14.000
  34.636  204.000  261.000  182.000
  34.343   80.000  160.000   52.000
  34.865  170.000  162.000  284.000
  43.575  178.000  262.000   31.000
  31.420   48.000  212.000  212.000
  33.771  214.000  129.000   43.000
  37.416  164.000   28.000  245.000
  28.963  129.000   55.000   43.000
  30.662  130.000   79.000   48.000
  31.598  185.000   12.000  112.000
  38.080  227.000  109.000   99.000
  36.345   41.000  221.000  127.000
  31.611  153.000  169.000  127.000
  31.216  146.000  122.000   78.000
  32.705  100.000  240.000  225.000
  31.260   52.000   58.000  156.000
  30.158  124.000  245.000  107.000
  38.270  209.000   27.000  262.000
  32.510   26.000  231.000  249.000
  38.122  266.000   81.000    9.000
  32.387  140.000   88.000   31.000
  36.033  233.000   93.000  283.000
  35.085  234.000  287.000  147.000
  33.993   38.000   15.000   49.000
  31.997   52.000   26.000  164.000
  36.451  110.000  273.000   17.000
  32.979  149.000  253.000  281.000
  32.564   84.000  124.000  153.000
  31.169   51.000   78.000  256.000
  33.557  219.000   95.000  141.000
  31.338  105.000   67.000  146.000
  32.220  229.000  266.000   62.000
  31.217  188.000  276.000  142.000
  35.575   44.000  192.000   48.000
  33.958  143.000  124.000   87.000
  35.168  275.000   96.000   22.000
  32.326   16.000  222.000  179.000
  36.569   37.000   27.000   81.000
  32.380  244.000  268.000  191.000
  33.341  115.000  256.000   28.000
  34.143   80.000   91.000  261.000
  39.183   91.000   65.000   56.000
  33.166  182.000  178.000  210.000
  31.441   11.000  174.000  166.000
  35.737  173.000   90.000  145.000
  32.549  281.000   58.000   75.000
  36.689  227.000  232.000  143.000
  30.008  233.000  287.000  146.000
  32.895  139.000  213.000  240.000
  33.154   19.000  177.000  158.000
  31.589  124.000  213.000   19.000
  33.392   99.000  291.000   48.000
  31.187  172.000  243.000   73.000
  31.848  182.000   99.000  145.000
  31.877  157.000  271.000  253.000
  31.399  105.000   96.000   62.000
  32.521   88.000  126.000   47.000
  31.049  179.000  280.000   42.000
  29.807   31.000   78.000   35.000
  34.620  282.000   75.000  210.000
  31.294  213.000  251.000  153.000
  35.013  207.000  176.000  210.000
  38.079  174.000  290.000   89.000
  35.315  205.000  268.000  282.000
  30.105  129.000  271.000   95.000
  31.876   60.000  224.000  285.000
  35.216   30.000  194.000  261.000
  33.028  147.000  231.000  188.000
